"id"	"dataset"	"tissue"	"marker"	"manual_anno"	"manual_broadtype"	"old_manual_CLname"	"old_manual_CLID"	"marker_0"	"celltype_0_anno"	"celltype_0_CLID"	"celltype_0_CLname"	"marker_0.2"	"celltype_0.2_anno"	"celltype_0.2_CLID"	"celltype_0.2_CLname"	"marker_0.4"	"celltype_0.4_anno"	"celltype_0.4_CLID"	"celltype_0.4_CLname"	"marker_0.6"	"celltype_0.6_anno"	"celltype_0.6_CLID"	"celltype_0.6_CLname"	"marker_0.8"	"celltype_0.8_anno"	"celltype_0.8_CLID"	"celltype_0.8_CLname"	"celltype_0.2_broadtype"	"celltype_0.2_score"	"celltype_0.4_broadtype"	"celltype_0.4_score"	"celltype_0.6_broadtype"	"celltype_0.6_score"	"celltype_0.8_broadtype"	"celltype_0.8_score"	"celltype_0_broadtype"	"celltype_0_score"
297	"Azimuth"	"Heart"	"MYH11, ITGA8, ACTA2, CARMN, KCNAB1, TAGLN, ZFHX3, PRKG1, NTRK3, RCAN2"	"Smooth Muscle"	"muscle cell"	"smooth muscle cell"	"CL:0000192"	" ACTA2, ITGA8, TAGLN, CARMN, PRKG1,MYH11, NTRK3, ZFHX3, RCAN2, KCNAB1"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" PRKG1, CARMN,MYH11, NTRK3, ITGA8, ACTA2, TAGLN, RCAN2"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" CARMN, KCNAB1, NTRK3, ACTA2, ZFHX3, ITGA8"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" PRKG1, TAGLN, NTRK3, ACTA2"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	" PRKG1, RCAN2"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1
298	"Azimuth"	"Heart"	"IL7R, THEMIS, ITK, PARP8, CAMK4, SKAP1, TC2N, BCL11B, PTPRC, PRKCQ"	"T"	"T/NK cell"	"T cell"	"CL:0000084"	" THEMIS, PARP8, CAMK4, ITK, SKAP1, PTPRC, BCL11B,IL7R, TC2N, PRKCQ"	"T cell"	"CL:0000084"	"T cell"	" ITK, PARP8, THEMIS,IL7R, BCL11B, PRKCQ, CAMK4, PTPRC"	"T cell"	"CL:0000084"	"T cell"	" THEMIS, ITK, PRKCQ, CAMK4, TC2N, PTPRC"	"T cell"	"CL:0000084"	"T cell"	" PRKCQ, PARP8, TC2N, THEMIS"	"T cell"	"CL:0000084"	"T cell"	" CAMK4, PRKCQ"	"T cell"	"CL:0000084"	"T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1
299	"Azimuth"	"Heart"	"TPO, ACKR1, TSHZ2, RAMP3, FAM155A, ABCB1, CALCRL, CYYR1, IGFBP5, EPHB4, NPP2"	"Venous Endothelial"	"endothelial cell"	"vein endothelial cell"	"CL:0002543"	" FAM155A, EPHB4, RAMP3, CALCRL, CYYR1, TSHZ2,TPO, ABCB1, ACKR1, NPP2, IGFBP5"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" ACKR1, FAM155A, RAMP3, NPP2, TSHZ2, EPHB4,TPO, ABCB1, CALCRL"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" NPP2,TPO, IGFBP5, EPHB4, FAM155A, TSHZ2, RAMP3"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" IGFBP5, ABCB1, TSHZ2, CYYR1"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" CYYR1, TSHZ2"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
300	"Azimuth"	"Heart"	"FHL2, RYR2, MLIP, TTN, CTNNA3, RBM20, FGF12, SLC8A1, MYOM1, MYH7, MYL2"	"Ventricular Cardiomyocyte"	"cardiomyocyte"	"ventricular cardiac muscle cell"	"CL:2000046"	" SLC8A1, RYR2,FHL2, FGF12, CTNNA3, RBM20, MLIP, MYOM1, MYH7, MYL2, TTN"	"Cardiomyocytes"	"CL:2000046"	"ventricular cardiac muscle cell"	" MYL2, FGF12, RYR2,FHL2, SLC8A1, CTNNA3, RBM20, MLIP, MYH7"	"Cardiomyocytes"	"CL:2000046"	"ventricular cardiac muscle cell"	"FHL2, FGF12, MYOM1, SLC8A1, RBM20, MYH7, MLIP"	"Cardiomyocytes"	"CL:2000046"	"ventricular cardiac muscle cell"	" MYH7, MLIP, CTNNA3, RBM20"	"Cardiomyocytes"	"CL:2000046"	"ventricular cardiac muscle cell"	"FHL2, RYR2"	"Cardiomyocytes"	"CL:2000046"	"ventricular cardiac muscle cell"	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1
301	"Azimuth"	"Liver"	"MS4A1, CD79A, CD37, CD79B, LTB, CD52, TCL1A, BANK1, VPREB3, POU2F2"	"B"	"B cell"	"B cell"	"CL:0000236"	" VPREB3, LTB, CD37,MS4A1, CD79B, TCL1A, POU2F2, BANK1, CD79A, CD52"	"B cells"	"CL:0000822"	"B-2 B cell"	" CD79A, BANK1,MS4A1, CD37, LTB, CD52, TCL1A, POU2F2"	"B cells"	"CL:0000822"	"B-2 B cell"	" POU2F2, CD52, LTB, TCL1A, CD79B, CD79A"	"B cells"	"CL:0000822"	"B-2 B cell"	" CD79A, CD37, TCL1A, CD52"	"B cells"	"CL:0000822"	"B-2 B cell"	"MS4A1, CD79B"	"B cells"	"CL:0000822"	"B-2 B cell"	"b cell"	1	"b cell"	1	"b cell"	1	"b cell"	1	"b cell"	1
302	"Azimuth"	"Liver"	"IL7R, KLRB1, LTB, CD69, CD3D, CD2, CD3E, IL32, SPOCK2, GZMK"	"CD4 T"	"T/NK cell"	"CD4-positive, alpha-beta T cell"	"CL:0000624"	" CD2, CD69, GZMK, LTB, SPOCK2,IL7R, CD3E, CD3D, IL32, KLRB1"	"CD4+ T cells"	"CL:0000492"	"CD4-positive helper T cell"	" CD3D,IL7R, SPOCK2, IL32, CD69, LTB, CD3E, KLRB1"	"CD4+ T cells"	"CL:0000492"	"CD4-positive helper T cell"	" CD3D, SPOCK2, KLRB1, CD69, GZMK, CD2"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	" CD3E, IL32,IL7R, GZMK"	"CD4+ T cells"	"CL:0000492"	"CD4-positive helper T cell"	" SPOCK2, CD2"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1
303	"Azimuth"	"Liver"	"CCL5, CD8A, GZMK, CD3D, CD8B, CD3E, CD2, DUSP2, CD69, CST7"	"CD8 T"	"T/NK cell"	"CD8-positive, alpha-beta T cell"	"CL:0000625"	" CD8A, CST7, CD69, CD8B, CD2,CCL5, GZMK, DUSP2, CD3D, CD3E"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	" CD69, CD3E,CCL5, DUSP2, CD8B, CST7, GZMK, CD8A"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	"CCL5, DUSP2, CD69, CST7, CD2, CD3D"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	" GZMK, CD8A, CD3D, CD69"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	" CST7, CD3D"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1
304	"Azimuth"	"Liver"	"ANXA4, KRT7, DEFB1, FXYD2, TM4SF4, KRT19, KRT8, TACSTD2, EGRI1, SPP1"	"Cholangiocyte"	"epithelial cell"	"cholangiocyte"	"CL:1000488"	" KRT7, EGRI1, FXYD2, KRT19, TM4SF4, TACSTD2,ANXA4, KRT8, SPP1, DEFB1"	"Cholangiocytes"	"CL:0002538"	"intrahepatic cholangiocyte"	" KRT19, TACSTD2, KRT8,ANXA4, DEFB1, KRT7, TM4SF4, EGRI1"	"Cholangiocytes"	"CL:0002538"	"intrahepatic cholangiocyte"	" KRT19, KRT7, TACSTD2, KRT8,ANXA4, TM4SF4"	"Cholangiocytes"	"CL:0002538"	"intrahepatic cholangiocyte"	" DEFB1, TM4SF4, TACSTD2, FXYD2"	"Cholangiocytes"	"CL:0002538"	"intrahepatic cholangiocyte"	" FXYD2, KRT7"	"Cholangiocytes"	"CL:0002538"	"intrahepatic cholangiocyte"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1
305	"Azimuth"	"Liver"	"HLA-DPB1, LGALS2, HLA-DQB1, HLA-DQA1, CLEC9A, CPVL, SNX3, TACSTD2, CST3, CD74"	"DC1"	"dendritic cell"	"dendritic cell"	"CL:0000451"	" CD74, SNX3, CLEC9A, HLA-DQB1, TACSTD2, HLA-DQA1, LGALS2,HLA-DPB1, CST3, CPVL"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	" SNX3, HLA-DQB1,HLA-DPB1, CST3, TACSTD2, CD74, HLA-DQA1, CPVL"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"HLA-DPB1, CPVL, HLA-DQB1, TACSTD2, LGALS2, HLA-DQA1"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	" CST3, CD74, LGALS2, HLA-DQA1"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	" CLEC9A, TACSTD2"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1
306	"Azimuth"	"Liver"	"HLA-DPB1, HLA-DPA1, HLA-DRA, HLA-DQB1, HLA-DQA1, CLEC10A, FCER1A, LYZ, CD1C, LST1"	"DC2"	"dendritic cell"	"dendritic cell"	"CL:0000451"	" CLEC10A,HLA-DPB1, HLA-DRA, FCER1A, LYZ, HLA-DQA1, HLA-DPA1, HLA-DQB1, LST1, CD1C"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	" HLA-DQA1, HLA-DPA1, FCER1A, CD1C, LYZ, HLA-DRA,HLA-DPB1, LST1"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	" LST1, FCER1A, HLA-DQB1, HLA-DRA, CD1C, CLEC10A"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	" LYZ, HLA-DQA1, CLEC10A, FCER1A"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	" CLEC10A, LST1"	"Macrophages"	"CL:1001603"	"lung macrophage"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	0	"myeloid cell"	1
307	"Azimuth"	"Liver"	"HBB, HBA1, HBA2, HBD, AHSP, ALAS2, CA1, HBM, SLC25A37, SNCA"	"Erythrocyte"	"erythrocyte"	"erythrocyte"	"CL:0000232"	" HBA2, HBM, AHSP, SNCA, ALAS2, SLC25A37, CA1, HBD,HBB, HBA1"	"Erythrocytes"	"CL:0002357"	"fetal derived definitive erythrocyte"	" SNCA, HBD, AHSP,HBB, HBA1, SLC25A37, CA1, HBM"	"Erythrocytes"	"CL:0002357"	"fetal derived definitive erythrocyte"	" SLC25A37, AHSP, HBA1, ALAS2, HBD, CA1"	"Erythrocytes"	"CL:0002357"	"fetal derived definitive erythrocyte"	" HBA2, ALAS2, SNCA, HBA1"	"Erythrocytes"	"CL:0002357"	"fetal derived definitive erythrocyte"	"HBB, CA1"	"Erythrocytes"	"CL:0002357"	"fetal derived definitive erythrocyte"	"erythrocyte"	1	"erythrocyte"	1	"erythrocyte"	1	"erythrocyte"	1	"erythrocyte"	1
308	"Azimuth"	"Liver"	"FABP1, CYP2E1, HP, ORM1, APOA2, ADH4, TTR, APOA1, APOC1, APOC3"	"Hepatocyte"	"hepatocyte"	"hepatocyte"	"CL:0000182"	" ORM1, TTR, APOA1,FABP1, ADH4, HP, CYP2E1, APOC1, APOC3, APOA2"	"Hepatocytes"	"CL:0005026"	"hepatoblast"	" ORM1, APOA1, TTR, HP,FABP1, APOC1, CYP2E1, APOA2"	"Hepatocytes"	"CL:0005026"	"hepatoblast"	" ORM1, HP, APOC3, APOA1, APOC1, TTR"	"Hepatocytes"	"CL:0005026"	"hepatoblast"	" ORM1, APOC1, TTR, APOC3"	"Hepatocytes"	"CL:0005026"	"hepatoblast"	" APOC1, ADH4"	"Hepatocytes"	"CL:0005026"	"hepatoblast"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1
309	"Azimuth"	"Liver"	"IGFBP3, DCN, CXCL14, COLEC11, BGN, CXCL12, ANGPTL6, TMEM56, ECM1, COL3A1"	"HSC"	"progenitor cell"	"hematopoietic stem cell"	"CL:0000037"	" CXCL12, CXCL14, ANGPTL6, COL3A1,IGFBP3, COLEC11, ECM1, TMEM56, DCN, BGN"	"Hepatic stellate cells"	"CL:0000632"	"hepatic stellate cell"	" COLEC11, COL3A1, BGN, CXCL14, ECM1, DCN, TMEM56,IGFBP3"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	" TMEM56, ANGPTL6, CXCL12, CXCL14, ECM1, DCN"	"Liver sinusoidal endothelial cells"	"CL:1000398"	"endothelial cell of hepatic sinusoid"	" BGN, ECM1, CXCL14, COL3A1"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	" COLEC11, BGN"	"Stellate cells"	"CL:0000632"	"hepatic stellate cell"	"stromal cell"	0	"endothelial cell"	0	"stromal cell"	0	"stromal cell"	0	"stromal cell"	1
310	"Azimuth"	"Liver"	"C1QC, C1QB, C1QA, GPNMB, FABP5, LIPA, CD68, FTL, HLA-DRA, CD9"	"Inflammatory Macrophage"	"myeloid cell"	"inflammatory macrophage"	"CL:0000863"	" C1QA, HLA-DRA, CD9, GPNMB,C1QC, FTL, FABP5, C1QB, CD68, LIPA"	"Kupffer cells"	"CL:0000091"	"Kupffer cell"	" GPNMB, HLA-DRA, LIPA, C1QB, C1QA, CD68, FABP5, CD9"	"Kupffer cells"	"CL:0000091"	"Kupffer cell"	" C1QB, LIPA, C1QA, FTL,C1QC, HLA-DRA"	"Kupffer cells"	"CL:0000091"	"Kupffer cell"	" LIPA,C1QC, GPNMB, CD68"	"Kupffer cells"	"CL:0000091"	"Kupffer cell"	" C1QB, CD9"	"Kupffer cells"	"CL:0000091"	"Kupffer cell"	"macrophage"	0	"macrophage"	0	"macrophage"	0	"macrophage"	0	"macrophage"	0
311	"Azimuth"	"Liver"	"TPSAB1, TPSB2, MALAT1, HPGDS, CTSG, CPA3, VIM, AREG, CD69, CMA1"	"Mast"	"myeloid cell"	"mast cell"	"CL:0000097"	" HPGDS, CMA1, MALAT1,TPSAB1, CD69, CTSG, TPSB2, AREG, CPA3, VIM"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	" AREG, VIM, HPGDS, TPSB2, CD69, CPA3, MALAT1, CTSG"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	" TPSB2, MALAT1, CTSG, HPGDS, CD69, CMA1"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	" TPSB2,TPSAB1, VIM, MALAT1"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	" MALAT1, TPSB2"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1
312	"Azimuth"	"Liver"	"S100A8, S100A9, FCN1, LYZ, VCAN, S100A12, LST1, S100A4, MNDA, CSTA"	"Monocyte"	"Myeloid cell"	"monocyte"	"CL:0000576"	" CSTA, VCAN, LST1, S100A9, LYZ, S100A4,S100A8, FCN1, S100A12, MNDA"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	" VCAN,S100A8, LST1, S100A4, LYZ, S100A9, FCN1, S100A12"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	" S100A9, S100A12, LST1, FCN1, LYZ, VCAN"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	" S100A4, LYZ, FCN1, S100A9"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	" S100A4, LYZ"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"myeloid cell"	1	"myeloid cell"	0.5	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1
313	"Azimuth"	"Liver"	"ADIRF, NDUFA4L2, CALD1, C11orf96, NOTCH3, FRZB, MYH11, ACTA2, TPM1, GPX3"	"Myofibroblast"	"stromal cell"	"myofibroblast cell"	"CL:0000186"	" NDUFA4L2, GPX3, TPM1, NOTCH3, CALD1,ADIRF, MYH11, C11orf96, FRZB, ACTA2"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	" MYH11, NDUFA4L2,ADIRF, GPX3, CALD1, FRZB, C11orf96, TPM1"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	" MYH11, NDUFA4L2, GPX3, NOTCH3, FRZB, TPM1"	"Hepatic stellate cells"	"CL:0000632"	"hepatic stellate cell"	" CALD1, ACTA2, FRZB,ADIRF"	"Hepatic stellate cells"	"CL:0000632"	"hepatic stellate cell"	" NDUFA4L2, GPX3"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"smooth muscle cell"	0	"stromal cell"	0.5	"stromal cell"	0.5	"endothelial cell"	0	"smooth muscle cell"	0
314	"Azimuth"	"Liver"	"GNLY, NKG7, KLRD1, CMC1, CD7, PRF1, KLRF1, FGFBP2, GZMB, SPON2"	"NK"	"t/nk cell"	"natural killer cell"	"CL:0000623"	" NKG7, PRF1, SPON2, CMC1, CD7,GNLY, KLRD1, GZMB, KLRF1, FGFBP2"	"NK cells"	"CL:0000825"	"pro-NK cell"	" GZMB, SPON2, PRF1, KLRF1, FGFBP2,GNLY, CMC1, NKG7"	"NK cells"	"CL:0000825"	"pro-NK cell"	"GNLY, SPON2, NKG7, KLRF1, CD7, FGFBP2"	"NK cells"	"CL:0000825"	"pro-NK cell"	"GNLY, KLRD1, CD7, SPON2"	"NK cells"	"CL:0000825"	"pro-NK cell"	" CD7, GZMB"	"NK cells"	"CL:0000825"	"pro-NK cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1
315	"Azimuth"	"Liver"	"CCL4, CCL3, CD160, KLRB1, NKG7, MALAT1, CMC1, XCL1, CD7, TYROBP"	"NK_CD56bright"	"t/nk cell"	"CD16-negative, CD56-bright natural killer cell, human"	"CL:0000938"	" KLRB1, CD160, NKG7, XCL1, CD7,CCL4, MALAT1, CCL3, CMC1, TYROBP"	"NK cells"	"CL:0000825"	"pro-NK cell"	" XCL1, CD160, TYROBP, KLRB1,CCL4, NKG7, CCL3, CMC1"	"NK cells"	"CL:0000825"	"pro-NK cell"	" TYROBP, XCL1, CD160, NKG7, CMC1, KLRB1"	"NK cells"	"CL:0000825"	"pro-NK cell"	" CCL3, CMC1, CD160, NKG7"	"NK cells"	"CL:0000825"	"pro-NK cell"	" KLRB1, CMC1"	"NK cells"	"CL:0000825"	"pro-NK cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1
316	"Azimuth"	"Liver"	"MARCO, CD5L, C1QB, C1QA, C1QC, MS4A7, CD163, FTL, CETP, VCAM1"	"Noninflammatory Macrophage"	"myeloid cell"	NA	NA	" CD5L, VCAM1, CETP, MS4A7, CD163,MARCO, C1QB, C1QC, C1QA, FTL"	"Macrophages"	"CL:1001603"	"lung macrophage"	" VCAM1, C1QB, CD163, MS4A7, CD5L, C1QC,MARCO, FTL"	"Macrophages"	"CL:1001603"	"lung macrophage"	" CETP, CD163, MS4A7, C1QA, FTL, C1QB"	"Macrophages"	"CL:1001603"	"lung macrophage"	" C1QB, C1QA, MS4A7,MARCO"	"Macrophages"	"CL:1001603"	"lung macrophage"	" C1QB, CETP"	"Kupffer cells"	"CL:0000091"	"Kupffer cell"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"macrophage"	0	"myeloid cell"	1
317	"Azimuth"	"Liver"	"GZMB, IRF7, GPR183, LILRA4, PLD4, IRF8, BCL11A, ITM2C, PLAC8, UGCG"	"pDC"	"myeloid cell"	"plasmacytoid dendritic cell"	"CL:0000784"	" GPR183, IRF7, LILRA4, PLD4, IRF8,GZMB, UGCG, ITM2C, BCL11A, PLAC8"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"GZMB, IRF7, UGCG, GPR183, PLD4, ITM2C, PLAC8, IRF8"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	" BCL11A, GPR183, IRF8, LILRA4, ITM2C, IRF7"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	" BCL11A, LILRA4, GPR183, IRF8"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	" GPR183,GZMB"	"NK cells"	"CL:0000825"	"pro-NK cell"	"immune cell"	1	"immune cell"	1	"immune cell"	1	"t/nk cell"	0	"immune cell"	1
318	"Azimuth"	"Liver"	"IGLL5, MZB1, DERL3, SSR4, FKBP11, XBP1, SEC11C, ITM2C, HERPUD1, CD27"	"Plasma"	"B cell"	"plasma cell"	"CL:0000786"	" ITM2C, HERPUD1, DERL3, FKBP11, MZB1, CD27, SEC11C,IGLL5, SSR4, XBP1"	"Plasma cells"	"CL:0000786"	"plasma cell"	" SSR4, ITM2C, CD27, SEC11C, DERL3, XBP1, HERPUD1,IGLL5"	"Plasma cells"	"CL:0000786"	"plasma cell"	" SEC11C, XBP1, FKBP11, MZB1, ITM2C, CD27"	"Plasma cells"	"CL:0000786"	"plasma cell"	" DERL3,IGLL5, SSR4, FKBP11"	"Plasma cells"	"CL:0000786"	"plasma cell"	" MZB1,IGLL5"	"Plasma cells"	"CL:0000786"	"plasma cell"	"B cell"	1	"B cell"	1	"B cell"	1	"B cell"	1	"B cell"	1
319	"Azimuth"	"Liver"	"THY1, CCL2, PTGDS, ELN, MFAP4, IGFBP7, FBLN1, COL1A2, ACTA2, IGFBP5"	"Portal Fibroblast"	"stromal cell"	"hepatic portal fibroblast"	"CL:0009100"	" IGFBP5, COL1A2,THY1, PTGDS, CCL2, FBLN1, ACTA2, IGFBP7, ELN, MFAP4"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	" CCL2, IGFBP5, ELN, COL1A2, ACTA2, IGFBP7, FBLN1, PTGDS"	"Stellate cells"	"CL:0000632"	"hepatic stellate cell"	"THY1, IGFBP5, FBLN1, COL1A2, ACTA2, CCL2"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	" FBLN1,THY1, ELN, CCL2"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	" ACTA2, IGFBP7"	"Hepatic stellate cells"	"CL:0000632"	"hepatic stellate cell"	"stromal cell"	0.5	"stromal cell"	1	"stromal cell"	1	"stromal cell"	0.5	"stromal cell"	1
320	"Azimuth"	"Liver"	"HIST1H4C, HMGB2, STMN1, MKI67, TUBB, TOP2A, H2AFZ, UBE2C, RRM2, PCNA"	"Proliferating T/NK"	"t/nk cell"	NA	NA	" STMN1, UBE2C, HMGB2, TUBB, PCNA, H2AFZ,HIST1H4C, RRM2, TOP2A, MKI67"	"Proliferating cells"	"CL:4033073"	"cycling monocyte"	" PCNA, HMGB2, MKI67, TUBB, STMN1, UBE2C, RRM2, H2AFZ"	"Proliferating cells"	"CL:4033073"	"cycling monocyte"	" TOP2A, HMGB2, PCNA, STMN1, TUBB, H2AFZ"	"Proliferating cells"	"CL:4033073"	"cycling monocyte"	" PCNA, STMN1, MKI67, HMGB2"	"Proliferating cells"	"CL:4033073"	"cycling monocyte"	" HMGB2, MKI67"	"Proliferating cells"	"CL:4033073"	"cycling monocyte"	"proliferating cell"	1	"proliferating cell"	1	"proliferating cell"	1	"proliferating cell"	1	"proliferating cell"	1
321	"Azimuth"	"Liver"	"FCN3, LYVE1, STAB2, FCGR2B, CLEC4G, CRHBP, FLT4, FCN2, CLEC1B, DNASE1L3"	"Sinusoidal Endothelial"	"endothelial cell"	"endothelial cell of sinusoid"	"CL:0002262"	" CLEC1B, STAB2, FCGR2B,FCN3, FLT4, CLEC4G, LYVE1, DNASE1L3, CRHBP, FCN2"	"Liver sinusoidal endothelial cells"	"CL:1000398"	"endothelial cell of hepatic sinusoid"	" DNASE1L3, CLEC1B, CRHBP, LYVE1, FCN2, FCGR2B, CLEC4G, STAB2"	"Liver sinusoidal endothelial cells"	"CL:1000398"	"endothelial cell of hepatic sinusoid"	"FCN3, LYVE1, DNASE1L3, FCN2, CLEC1B, STAB2"	"Liver sinusoidal endothelial cells"	"CL:1000398"	"endothelial cell of hepatic sinusoid"	"FCN3, CLEC4G, FCN2, DNASE1L3"	"Liver sinusoidal endothelial cells"	"CL:1000398"	"endothelial cell of hepatic sinusoid"	" CRHBP, CLEC4G"	"Liver sinusoidal endothelial cells"	"CL:1000398"	"endothelial cell of hepatic sinusoid"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
322	"Azimuth"	"Liver"	"PRSS23, SELE, RSPO3, LXH6, RAMP3, LIFR, LYPD2, NTS, IFI27, DNASE1L3"	"Vascual Central Venous Endothelial"	"endothelial cell"	NA	NA	" SELE, RAMP3, LXH6,PRSS23, NTS, IFI27, LYPD2, LIFR, RSPO3, DNASE1L3"	"Liver sinusoidal endothelial cells"	"CL:1000398"	"endothelial cell of hepatic sinusoid"	" DNASE1L3, RAMP3, LXH6, LIFR, IFI27, NTS,PRSS23, LYPD2"	"Hepatic stellate cells"	"CL:0000632"	"hepatic stellate cell"	" IFI27, RAMP3, RSPO3, SELE, NTS, LYPD2"	"Liver sinusoidal endothelial cells"	"CL:1000398"	"endothelial cell of hepatic sinusoid"	" LXH6, RAMP3, IFI27, DNASE1L3"	"Hepatocytes"	"CL:0005026"	"hepatoblast"	" LYPD2, DNASE1L3"	"Hepatocytes"	"CL:0005026"	"hepatoblast"	"stromal cell"	0	"endothelial cell"	1	"epithelial cell"	0	"epithelial cell"	0	"endothelial cell"	1
323	"Azimuth"	"Liver"	"CLEC14A, TM4SF1, ID1, PECAM1, DLL4, MGP, SPARCL1, SLC9A3R2, RAMP2, VWF"	"Vascual Portal Endothelial"	"endothelial cell"	NA	NA	" ID1, MGP, VWF, TM4SF1, PECAM1, SLC9A3R2, SPARCL1, RAMP2, DLL4,CLEC14A"	"Vascular endothelial cells"	"CL:0002139"	"endothelial cell of vascular tree"	"CLEC14A, TM4SF1, VWF, SLC9A3R2, SPARCL1, RAMP2, MGP, PECAM1"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	" RAMP2, SPARCL1, DLL4, VWF, SLC9A3R2,CLEC14A"	"Vascular endothelial cells"	"CL:0002139"	"endothelial cell of vascular tree"	"CLEC14A, SLC9A3R2, SPARCL1, RAMP2"	"Liver endothelial cells"	"CL:1001572"	"colon endothelial cell"	" TM4SF1, DLL4"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
