"id"	"dataset"	"tissue"	"marker"	"manual_anno"	"manual_broadtype"	"old_manual_CLname"	"old_manual_CLID"	"marker_0"	"celltype_0_anno"	"celltype_0_CLID"	"celltype_0_CLname"	"marker_0.2"	"celltype_0.2_anno"	"celltype_0.2_CLID"	"celltype_0.2_CLname"	"marker_0.4"	"celltype_0.4_anno"	"celltype_0.4_CLID"	"celltype_0.4_CLname"	"marker_0.6"	"celltype_0.6_anno"	"celltype_0.6_CLID"	"celltype_0.6_CLname"	"marker_0.8"	"celltype_0.8_anno"	"celltype_0.8_CLID"	"celltype_0.8_CLname"	"celltype_0_broadtype"	"celltype_0_score"	"celltype_0.2_broadtype"	"celltype_0.2_score"	"celltype_0.4_broadtype"	"celltype_0.4_score"	"celltype_0.6_broadtype"	"celltype_0.6_score"	"celltype_0.8_broadtype"	"celltype_0.8_score"	"marker_1"	"celltype_1_anno"	"celltype_1_CLID"	"celltype_1_CLname"	"celltype_1_broadtype"	"celltype_1_score"
568	"literature"	"Esophagus"	"CNN1, TAGLN, ACTG2, MYL9, PALLD, DES, ACTA2, MYH11, ACTN1"	"Smooth Muscle"	"Muscle cell"	"smooth muscle cell"	"CL:0000192"	"CNN1, TAGLN, ACTG2, MYL9, PALLD, DES, ACTA2, MYH11, ACTN1"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"CNN1, TAGLN, ACTG2, MYL9, PALLD, DES, ACTA2, MYH11, ACTN1,SSX19P,ENSG00000309536"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"CNN1, TAGLN, ACTG2, MYL9, PALLD, DES, ACTA2, MYH11, ACTN1,ENSG00000296547,IQCB2P,IGHVII-60-1,Metazoa_SRP"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"CNN1, TAGLN, ACTG2, MYL9, PALLD, DES, ACTA2, MYH11, ACTN1,ENSG00000293769,ENSG00000230119,ENSG00000279786,ENSG00000302588,H3C13"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"CNN1, TAGLN, ACTG2, MYL9, PALLD, DES, ACTA2, MYH11, ACTN1,ENSG00000283240,ALDH7A1P4,ENSG00000236507,NSA2P6,ENSG00000303570,INTS6,MAGEA6-DT"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"CNN1, TAGLN, ACTG2, MYL9, PALLD, DES, ACTA2, MYH11, ACTN1,GRSF1,ENSG00000304030,Y_RNA,LINC01621,ENSG00000304742,ENSG00000294771,RN7SL615P,ENSG00000279136,DAG1"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"muscle cell"	1
569	"literature"	"Esophagus"	"NCCRP1, CRNN, CD46, MUC4, MUC1"	"Squamous Epithelia"	"epithelial cell"	"squamous epithelial cell"	"CL:0000076"	"NCCRP1, CRNN, CD46, MUC4, MUC1"	"Squamous epithelial cell"	"CL:0000076"	"squamous epithelial cell"	"NCCRP1, CRNN, CD46, MUC4, MUC1,FOSL2"	"Squamous epithelial cell"	"CL:0000076"	"squamous epithelial cell"	"NCCRP1, CRNN, CD46, MUC4, MUC1,ENSG00000279485,ENSG00000304902"	"Squamous epithelial cell"	"CL:0000076"	"squamous epithelial cell"	"NCCRP1, CRNN, CD46, MUC4, MUC1,ENSG00000300380,ENSG00000298563,UGT3A1"	"Squamous epithelial cell"	"CL:0000076"	"squamous epithelial cell"	"NCCRP1, CRNN, CD46, MUC4, MUC1,ENSG00000307001,CICP6,ENSG00000308928,ENSG00000308483"	"Squamous epithelial cell"	"CL:0000076"	"squamous epithelial cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"NCCRP1, CRNN, CD46, MUC4, MUC1,ENSG00000298091,HAAO,ENSG00000303737,ENSG00000280991,OR11H12"	"Squamous epithelial cell"	"CL:0000076"	"squamous epithelial cell"	"epithelial cell"	1
570	"literature"	"Esophagus"	"CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1"	"T cell"	"lymphoid cell"	"T cell"	"CL:0000084"	"CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1"	"T cell"	"CL:0000084"	"T cell"	"CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1,SNORA48,MGAT2P1,ENSG00000308854"	"T cell"	"CL:0000084"	"T cell"	"CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1,HELB,ENSG00000230087,RNU6-233P,MIR1181,ENSG00000251330"	"T cell"	"CL:0000084"	"T cell"	"CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1,ENSG00000270893,ENSG00000306608,SNORD114-7,IZUMO3,SLC18A1,PDC-AS1,ENSG00000296793,MIR146A"	"T cell"	"CL:0000084"	"T cell"	"CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1,MRGPRX2,ENSG00000228239,ENSG00000304654,ENSG00000307241,ENSG00000303843,NPIPB7,ENSG00000296105,GTF2H2,ENSG00000288640,MIR634"	"T cell"	"CL:0000084"	"T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1,ENSG00000231756,RPL23AP76,KRTAP8-2P,ENSG00000286294,CNTNAP3P7,ZIC3,ENSG00000301466,ENSG00000302753,WBP2NL,ENSG00000305328,ENSG00000300701,OLA1,FCN1"	"T cell"	"CL:0000084"	"T cell"	"t/nk cell"	1
571	"literature"	"Esophagus"	"PECAM1, CDH5, VWF, PTPRB, EGFL7, CLDN5"	"Vascular Endothelial"	"Endothelial cell"	"endothelial cell of vascular tree"	"CL:0002139"	"PECAM1, CDH5, VWF, PTPRB, EGFL7, CLDN5"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	"PECAM1, CDH5, VWF, PTPRB, EGFL7, CLDN5,ENSG00000295103"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	"PECAM1, CDH5, VWF, PTPRB, EGFL7, CLDN5,ENSG00000285190,LY6G6F"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	"PECAM1, CDH5, VWF, PTPRB, EGFL7, CLDN5,ENSG00000302490,TRBV20-1,CPB2,SNORA56"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	"PECAM1, CDH5, VWF, PTPRB, EGFL7, CLDN5,ENSG00000254160,IFI35,ENSG00000287372,MIR4283-1,ENSG00000268218"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"PECAM1, CDH5, VWF, PTPRB, EGFL7, CLDN5,ENSG00000271949,DEFA11P,KLK9,CFL2,ENSG00000253216,MEF2A"	"Vascular endothelial cell"	"CL:0002139"	"endothelial cell of vascular tree"	"endothelial cell"	1
572	"literature"	"Heart"	"G0S2, ACSL1, ADIPOQ, EBF1, PLIN2, PLIN1, GHR, LPIN1, FOXO1, PPARG"	"Adipocyte"	"Stromal cell"	"fat cell"	"CL:0000136"	"G0S2, ACSL1, ADIPOQ, EBF1, PLIN2, PLIN1, GHR, LPIN1, FOXO1, PPARG"	"Adipocyte"	"CL:0000136"	"adipocyte"	"G0S2, ACSL1, ADIPOQ, EBF1, PLIN2, PLIN1, GHR, LPIN1, FOXO1, PPARG,RNA5SP104,MIR5589"	"Adipocyte"	"CL:0000136"	"adipocyte"	"G0S2, ACSL1, ADIPOQ, EBF1, PLIN2, PLIN1, GHR, LPIN1, FOXO1, PPARG,LINC01525,ENSG00000306119,ENSG00000300412,RPS3AP21"	"adipocyte"	"CL:0000136"	"adipocyte"	"G0S2, ACSL1, ADIPOQ, EBF1, PLIN2, PLIN1, GHR, LPIN1, FOXO1, PPARG,GAS2L2,PFDN1P2,RPL22P12,DTX2,RNA5SP454,ENSG00000234535"	"Adipocyte"	"CL:0000136"	"adipocyte"	"G0S2, ACSL1, ADIPOQ, EBF1, PLIN2, PLIN1, GHR, LPIN1, FOXO1, PPARG,ENSG00000295443,ENSG00000303088,ENSG00000267363,ENSG00000307019,ENSG00000287452,ENSG00000264622,ENSG00000293467,OR4C15"	"adipocyte"	"CL:0000136"	"adipocyte"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"G0S2, ACSL1, ADIPOQ, EBF1, PLIN2, PLIN1, GHR, LPIN1, FOXO1, PPARG,APOOP5,KCNS2,ENSG00000270179,RN7SKP5,ENSG00000288686,ENSG00000270210,LINC02434,TRAPPC2LP1,ENSG00000254316,S100A3"	"Adipocyte"	"CL:0000136"	"adipocyte"	"stromal cell"	1
573	"literature"	"Heart"	"MS4A1, CR2, CD24, FAS, CXCR3, CD1c"	"B cell_memory"	"B cell"	"memory B cell"	"CL:0000787"	"MS4A1, CR2, CD24, FAS, CXCR3, CD1c"	"B cell"	"CL:0000236"	"B cell"	"MS4A1, CR2, CD24, FAS, CXCR3, CD1c,ENSG00000306519"	"B cell"	"CL:0000236"	"B cell"	"MS4A1, CR2, CD24, FAS, CXCR3, CD1c,KRTAP5-8,ENSG00000302406"	"B cell"	"CL:0000236"	"B cell"	"MS4A1, CR2, CD24, FAS, CXCR3, CD1c,ENSG00000285914,ENSG00000308022,RPL7AP74,MAML1"	"B cell"	"CL:0000236"	"B cell"	"MS4A1, CR2, CD24, FAS, CXCR3, CD1c,ENSG00000267773,LAMTOR5-AS1,ENSG00000287794,CWC15,GSPT2"	"B cell"	"CL:0000236"	"B cell"	"B cell"	1	"B cell"	1	"B cell"	1	"B cell"	1	"B cell"	1	"MS4A1, CR2, CD24, FAS, CXCR3, CD1c,ENSG00000282300,MANEA-DT,ENSG00000305854,ANKRD20A3P,NPM1P37,EPPIN"	"B cell"	"CL:0000236"	"B cell"	"B cell"	1
574	"literature"	"Heart"	"PDGFRA, DDR2, VIM, COL6A1, COL1A1, COL3A1, COL5A1, NEGR1, CCN2, FN1, DCN, SLIT2, COL6A6, HGF, COL18A1, IL6, IL33, IGFBP3, IGFBP5, COL1A2, DDR2, COL5A2, COL6A2, COL6A3, FBLN1, COL4A1, FBN1, VIM"	"Fibroblast"	"Stromal cell"	"fibroblast"	"CL:0000057"	"PDGFRA, DDR2, VIM, COL6A1, COL1A1, COL3A1, COL5A1, NEGR1, CCN2, FN1, DCN, SLIT2, COL6A6, HGF, COL18A1, IL6, IL33, IGFBP3, IGFBP5, COL1A2, DDR2, COL5A2, COL6A2, COL6A3, FBLN1, COL4A1, FBN1, VIM"	"Fibroblast"	"CL:0000057"	"fibroblast"	"PDGFRA, DDR2, VIM, COL6A1, COL1A1, COL3A1, COL5A1, NEGR1, CCN2, FN1, DCN, SLIT2, COL6A6, HGF, COL18A1, IL6, IL33, IGFBP3, IGFBP5, COL1A2, DDR2, COL5A2, COL6A2, COL6A3, FBLN1, COL4A1, FBN1, VIM,RABGAP1L,ENSG00000303294,SIPA1L3,ENSG00000306693,ENSG00000264475,ENSG00000309094"	"Fibroblast"	"CL:0000057"	"fibroblast"	"PDGFRA, DDR2, VIM, COL6A1, COL1A1, COL3A1, COL5A1, NEGR1, CCN2, FN1, DCN, SLIT2, COL6A6, HGF, COL18A1, IL6, IL33, IGFBP3, IGFBP5, COL1A2, DDR2, COL5A2, COL6A2, COL6A3, FBLN1, COL4A1, FBN1, VIM,ENSG00000201003,ENSG00000106540,TRAV17,RPL7P9,SLC12A2-DT,ENSG00000294593,MIR34B,ENSG00000223576,ENSG00000298090,ENSG00000310130,MTCO2P25"	"fibroblast"	"CL:0000057"	"fibroblast"	"PDGFRA, DDR2, VIM, COL6A1, COL1A1, COL3A1, COL5A1, NEGR1, CCN2, FN1, DCN, SLIT2, COL6A6, HGF, COL18A1, IL6, IL33, IGFBP3, IGFBP5, COL1A2, DDR2, COL5A2, COL6A2, COL6A3, FBLN1, COL4A1, FBN1, VIM,ENSG00000308971,MARK2P6,ENSG00000305044,ANAPC1P5,RN7SL248P,ENSG00000286586,LRRC57P1,IQCC,PRR5,RNU6-730P,RNU6-711P,VPS33B-DT,SYT7,GPX5,ENSG00000294656,ENSG00000294643,ENSG00000229923"	"Fibroblast"	"CL:0000057"	"fibroblast"	"PDGFRA, DDR2, VIM, COL6A1, COL1A1, COL3A1, COL5A1, NEGR1, CCN2, FN1, DCN, SLIT2, COL6A6, HGF, COL18A1, IL6, IL33, IGFBP3, IGFBP5, COL1A2, DDR2, COL5A2, COL6A2, COL6A3, FBLN1, COL4A1, FBN1, VIM,ENSG00000284070,ENSG00000264262,ENSG00000306908,ADGRF1,DPPA3P8,Y_RNA,ENSG00000310406,ENSG00000304828,MVB12B,PRDM15,SPSB1,ENSG00000297455,RNA5SP468,ENSG00000302895,RN7SL819P,ENSG00000253308,HLA-V,TMEM109-DT,ZDHHC22,MIR331,ENSG00000306536,SYNGR2"	"fibroblast"	"CL:0000057"	"fibroblast"	"fibroblast → connective tissue cell"	1	"fibroblast → connective tissue cell"	1	"fibroblast → connective tissue cell"	1	"fibroblast → connective tissue cell"	1	"fibroblast → connective tissue cell"	1	"PDGFRA, DDR2, VIM, COL6A1, COL1A1, COL3A1, COL5A1, NEGR1, CCN2, FN1, DCN, SLIT2, COL6A6, HGF, COL18A1, IL6, IL33, IGFBP3, IGFBP5, COL1A2, DDR2, COL5A2, COL6A2, COL6A3, FBLN1, COL4A1, FBN1, VIM,ENSG00000302462,RNU12-2P,ENSG00000307792,ENSG00000258026,SPRR3,ENSG00000296484,ENSG00000307922,ENSG00000307478,BMS1P22,C7orf25,ENSG00000236246,ENSG00000271477,RNU6-174P,ENSG00000308904,ENSG00000302358,LINC03054,RAB9B,RGS17P1,ENSG00000304251,ENSG00000268593,RN7SKP12,HIGD1AP14,LINC01432,LINC01322,ENSG00000198923,ENSG00000255391,ENSG00000305456,ENSG00000254786"	"Fibroblast"	"CL:0000057"	"fibroblast"	"fibroblast → connective tissue cell"	1
575	"literature"	"Heart"	"MMRN1, FLT4, RELN, CCL21, PROX1, LYVE1"	"Lymphatic Endothelial"	"Endothelial cell"	"endothelial cell of lymphatic vessel"	"CL:0002138"	"MMRN1, FLT4, RELN, CCL21, PROX1, LYVE1"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"MMRN1, FLT4, RELN, CCL21, PROX1, LYVE1,ENSG00000310225"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"MMRN1, FLT4, RELN, CCL21, PROX1, LYVE1,KRTAP2-4,Y_RNA"	"lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"MMRN1, FLT4, RELN, CCL21, PROX1, LYVE1,HES1,NHP2P1,KCNMB1,ENSG00000305568"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"MMRN1, FLT4, RELN, CCL21, PROX1, LYVE1,ENSG00000270574,IGHV3-64,ENSG00000307414,TPM3P3,NPM1P21"	"lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"MMRN1, FLT4, RELN, CCL21, PROX1, LYVE1,ENSG00000225304,TOP2A,ENSG00000289576,KIF26B,LINC02420,MUC2"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"endothelial cell"	1
576	"literature"	"Heart"	"FCGR1A, CD163, MS4A4A, RBPJ, MS4A6A, MRC1, C1QA, MR1, LYVE1, CSF1R, PTPRC, SLC11A1, LYZ, CD74, CD36, MERTK, MSR1, CPM, MS4A6A, CD163, CD68"	"Macrophage"	"Myeloid cell"	"macrophage"	"CL:0000235"	"FCGR1A, CD163, MS4A4A, RBPJ, MS4A6A, MRC1, C1QA, MR1, LYVE1, CSF1R, PTPRC, SLC11A1, LYZ, CD74, CD36, MERTK, MSR1, CPM, MS4A6A, CD163, CD68"	"Macrophage"	"CL:0000235"	"macrophage"	"FCGR1A, CD163, MS4A4A, RBPJ, MS4A6A, MRC1, C1QA, MR1, LYVE1, CSF1R, PTPRC, SLC11A1, LYZ, CD74, CD36, MERTK, MSR1, CPM, MS4A6A, CD163, CD68,MIR3682,RTN1,ENSG00000267113,ENSG00000308774"	"Macrophage"	"CL:0000235"	"macrophage"	"FCGR1A, CD163, MS4A4A, RBPJ, MS4A6A, MRC1, C1QA, MR1, LYVE1, CSF1R, PTPRC, SLC11A1, LYZ, CD74, CD36, MERTK, MSR1, CPM, MS4A6A, CD163, CD68,NFS1,ENSG00000310500,UBTF,ENSG00000224750,ENSG00000294411,ENSG00000300912,METTL16,ENSG00000215805"	"macrophage"	"CL:0000235"	"macrophage"	"FCGR1A, CD163, MS4A4A, RBPJ, MS4A6A, MRC1, C1QA, MR1, LYVE1, CSF1R, PTPRC, SLC11A1, LYZ, CD74, CD36, MERTK, MSR1, CPM, MS4A6A, CD163, CD68,ENSG00000287224,RNA5S7,ENSG00000286047,GLTPP1,SOCS7,ENSG00000297652,ENSG00000289460,ENSG00000234455,ENSG00000257366,ENSG00000303296,LINC03011,FBXO27,MSRB1P1"	"Macrophage"	"CL:0000235"	"macrophage"	"FCGR1A, CD163, MS4A4A, RBPJ, MS4A6A, MRC1, C1QA, MR1, LYVE1, CSF1R, PTPRC, SLC11A1, LYZ, CD74, CD36, MERTK, MSR1, CPM, MS4A6A, CD163, CD68,CREB3,ENSG00000301109,ENSG00000290711,ENSG00000298613,HES5,ENSG00000294339,ARSG,ENSG00000265737,LRRC34P2,ZNF57,ZNF44,CHIC2,ENSG00000301022,ENSG00000257390,ENSG00000304033,STRN3,ENSG00000310429"	"macrophage"	"CL:0000235"	"macrophage"	"macrophage"	1	"macrophage"	1	"macrophage"	1	"macrophage"	1	"macrophage"	1	"FCGR1A, CD163, MS4A4A, RBPJ, MS4A6A, MRC1, C1QA, MR1, LYVE1, CSF1R, PTPRC, SLC11A1, LYZ, CD74, CD36, MERTK, MSR1, CPM, MS4A6A, CD163, CD68,ENSG00000295181,ENSG00000298510,IL9RP1,PCOTH,ENSG00000267879,ENSG00000298719,TMED10P2,TXLNB,ENSG00000307524,ENSG00000309708,PPIAP20,ENSG00000260033,Y_RNA,GPR135,MIR6795,ENSG00000290391,PREX2,CLIP1-AS1,MRPS18A,ALG1L1P,ANKRD20A7P"	"Macrophage"	"CL:0000235"	"macrophage"	"macrophage"	1
577	"literature"	"Heart"	"KIT, TPSAB1, FCER1A, TPSB2, CD69, HDC"	"Mast Cell"	"Immune cell"	"mast cell"	"CL:0000097"	"KIT, TPSAB1, FCER1A, TPSB2, CD69, HDC"	"Mast cell"	"CL:0000097"	"mast cell"	"KIT, TPSAB1, FCER1A, TPSB2, CD69, HDC,ENSG00000303094"	"Mast cell"	"CL:0000097"	"mast cell"	"KIT, TPSAB1, FCER1A, TPSB2, CD69, HDC,ENSG00000236173,NARF-IT1"	"mast cell"	"CL:0000097"	"mast cell"	"KIT, TPSAB1, FCER1A, TPSB2, CD69, HDC,ENSG00000270182,AFG3L2P1,ENSG00000288759,CTAGE7P"	"Mast cell"	"CL:0000097"	"mast cell"	"KIT, TPSAB1, FCER1A, TPSB2, CD69, HDC,ENSG00000300034,ENSG00000306050,MIR3158-2,ENSG00000233974,C22orf31"	"mast cell"	"CL:0000097"	"mast cell"	"mast cell → immune cell"	1	"mast cell → immune cell"	1	"mast cell → immune cell"	1	"mast cell → immune cell"	1	"mast cell → immune cell"	1	"KIT, TPSAB1, FCER1A, TPSB2, CD69, HDC,ENSG00000305106,FAM3D,ENSG00000289112,RNU6ATAC,CCT6B,ENSG00000297074"	"Mast cell"	"CL:0000097"	"mast cell"	"mast cell → immune cell"	1
578	"literature"	"Heart"	"ACTA2, MYO1B, ACTA2, ANPEP, DES, MCAM, PDGFRB, CSPG4"	"Pericyte"	"Stromal cell"	"pericyte"	"CL:0000669"	"ACTA2, MYO1B, ACTA2, ANPEP, DES, MCAM, PDGFRB, CSPG4"	"Pericyte"	"CL:0000669"	"pericyte"	"ACTA2, MYO1B, ACTA2, ANPEP, DES, MCAM, PDGFRB, CSPG4,TTC9B,TTC27"	"Pericyte"	"CL:0000669"	"pericyte"	"ACTA2, MYO1B, ACTA2, ANPEP, DES, MCAM, PDGFRB, CSPG4,MOXD1,SNORA3A,MCEE"	"pericyte"	"CL:0000669"	"pericyte"	"ACTA2, MYO1B, ACTA2, ANPEP, DES, MCAM, PDGFRB, CSPG4,NCBP2-AS1,LINC01829,ENSG00000273569,ENSG00000254824,MGAT1"	"Pericyte"	"CL:0000669"	"pericyte"	"ACTA2, MYO1B, ACTA2, ANPEP, DES, MCAM, PDGFRB, CSPG4,ENSG00000279376,SELENOO,RMDN3,BEND6,ENSG00000236935,DYNC1LI1"	"pericyte"	"CL:0000669"	"pericyte"	"pericyte → connective tissue cell"	1	"pericyte → connective tissue cell"	1	"pericyte → connective tissue cell"	1	"pericyte → connective tissue cell"	1	"pericyte → connective tissue cell"	1	"ACTA2, MYO1B, ACTA2, ANPEP, DES, MCAM, PDGFRB, CSPG4,RNU6-451P,MAGEF1,ENSG00000296973,ENSG00000273153,HMGB3P19,GSDMD,CLDN1,ZMYND10-AS1"	"Pericyte"	"CL:0000669"	"pericyte"	"pericyte → connective tissue cell"	1
579	"literature"	"Heart"	"MYH11, TAGLN, ACTA2, TAGLN, ACTA2, MYH11, MYOCD, SMTN, VCL, CNN1, ACTG2, MYL9, PALLD, GUCY1A3, GUCY1B3, ACTN1, DES"	"Smooth Muscle"	"Muscle cell"	"smooth muscle cell"	"CL:0000192"	"MYH11, TAGLN, ACTA2, TAGLN, ACTA2, MYH11, MYOCD, SMTN, VCL, CNN1, ACTG2, MYL9, PALLD, GUCY1A3, GUCY1B3, ACTN1, DES"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"MYH11, TAGLN, ACTA2, TAGLN, ACTA2, MYH11, MYOCD, SMTN, VCL, CNN1, ACTG2, MYL9, PALLD, GUCY1A3, GUCY1B3, ACTN1, DES,ENSG00000216519,ENSG00000293890,ENSG00000250555"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"MYH11, TAGLN, ACTA2, TAGLN, ACTA2, MYH11, MYOCD, SMTN, VCL, CNN1, ACTG2, MYL9, PALLD, GUCY1A3, GUCY1B3, ACTN1, DES,ENSG00000260669,IGLV3-26,LINC00442,CPAMD8,DAZAP2P1,ENSG00000296487,SYS1-DBNDD2"	"smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"MYH11, TAGLN, ACTA2, TAGLN, ACTA2, MYH11, MYOCD, SMTN, VCL, CNN1, ACTG2, MYL9, PALLD, GUCY1A3, GUCY1B3, ACTN1, DES,ENSG00000308384,STAG3L3,ENSG00000300651,ENSG00000309719,ENSG00000306014,ENSG00000301650,ENSG00000280046,ENSG00000276951,ENSG00000227292,ENSG00000302760"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"MYH11, TAGLN, ACTA2, TAGLN, ACTA2, MYH11, MYOCD, SMTN, VCL, CNN1, ACTG2, MYL9, PALLD, GUCY1A3, GUCY1B3, ACTN1, DES,SNRPCP14,ENSG00000294745,RPL27AP5,CCDC50,ENSG00000289068,B3GNTL1P1,ENSG00000267559,ENSG00000233967,TFDP1,ENSG00000255299,ENSG00000309934,Y_RNA,CICP25,ENSG00000260795"	"smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"muscle cell"	1	"MYH11, TAGLN, ACTA2, TAGLN, ACTA2, MYH11, MYOCD, SMTN, VCL, CNN1, ACTG2, MYL9, PALLD, GUCY1A3, GUCY1B3, ACTN1, DES,ENSG00000286794,ABHD14A,MIR513A2,ENSG00000262587,ENSG00000272518,ENSG00000260349,ABI1P1,PPFIA1P1,ENSG00000305514,Y_RNA,ENSG00000270361,ENSG00000229808,IGF2,RPL32P20,ENSG00000304834,ENSG00000308442,DDX11L10"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"muscle cell"	1
580	"literature"	"Heart"	"CD3E, CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1"	"T cell"	"lymphoid cell"	"T cell"	"CL:0000084"	"CD3E, CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1"	"T cell"	"CL:0000084"	"T cell"	"CD3E, CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1,IGHV5-51,ENSG00000286411,ENSG00000294451"	"T cell"	"CL:0000084"	"T cell"	"CD3E, CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1,SETBP1,RN7SL379P,ENSG00000309569,IARS2P1,ENSG00000294008,PHF20L1"	"T cell"	"CL:0000084"	"T cell"	"CD3E, CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1,ENSG00000293004,ENSG00000310495,UGT1A11P,MIR8060,EFNB3,ENSG00000305001,ENSG00000234894,GJA6P"	"T cell"	"CL:0000084"	"T cell"	"CD3E, CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1,LINC03111,CDKAL1,LINC02957,HNRNPABP1,NABP1,ENSG00000300507,ENSG00000228554,ENSG00000309847,NMNAT1P5,MIR6798,ENSG00000310513"	"T cell"	"CL:0000084"	"T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"CD3E, CD96, PTPRC, CD247, SKAP1, THEMIS, CD69, IL7R, NKG7, TRAC, CD3D, CD3E, CD3G, TRBC1,U3,ENSG00000256325,ENSG00000267512,ENSG00000310437,ENSG00000303607,CXCL6,ENSG00000274837,RFKP2,ENSG00000307793,ENSG00000306051,MIR4311,ENSG00000277572,ENSG00000257253,SPANXN1"	"T cell"	"CL:0000084"	"T cell"	"t/nk cell"	1
